Период отправления;Объем кузова;Станция отправления;Станция назначения;Кол-во;Тариф
07.04.2022;150;Тарки;Луковский;1;11 310,00
07.04.2022;150;Аппаратная;Речная;1;14 073,00
07.04.2022;138;Сороковая;Речная;1;17 220,42
07.04.2022;138;Буйнакск;Котлубань;1;18 835,00
07.04.2022;138;Курлово;Арзамас II;1;5 431,00
07.04.2022;138;Нур-Султан 1;Речная;1;27 203,51
07.04.2022;138;Чита I;Гонгота;1;1 954,00
07.04.2022;138;Усинск;Койты;1;25 318,00
07.04.2022;138;Каменская;Новочеркасск;1;5 871,00
07.04.2022;138;Толгойт;Тыреть;1;26 638,00
07.04.2022;138;Долгушино;Мураши;1;3 383,00
07.04.2022;138;Трусово (эксп.);Татьянка;1;8 075,00
07.04.2022;122;Термез-Порт (эксп.);Костанай;1;47 764,80
07.04.2022;122;Термез-Порт (эксп.);Костанай;1;47 764,80
07.04.2022;158;Гыпджак;Жинишке;1;45 169,53
07.04.2022;138;Беломестная;Белгород;1;262,00
07.04.2022;138;Кая;Иркутск-Сортировочный;1;402,00
07.04.2022;138;Кая;Иркутск-Сортировочный;1;402,00
07.04.2022;138;Ростов-Западный;Ростов-Товарный;1;641,00
07.04.2022;150;Сыктывкар;Койты;1;704,00
07.04.2022;138;Нежеголь;Белгород;1;925,00
07.04.2022;150;Калуга I;Полотняный Завод;1;1 046,00
07.04.2022;138;Омск-Восточный;Мариановка;1;1 152,00
07.04.2022;158;Актобе II;Жинишке;1;1 167,22
07.04.2022;138;Мурманск;Ваенга;1;1 691,00
07.04.2022;138;Комсомольск-на-Амуре;Эльбан;1;2 022,00
07.04.2022;138;Дзержинск;Ворсма;1;2 621,00
07.04.2022;150;Безымянка;Безенчук;1;3 396,00
07.04.2022;138;Лесок;Промгипсовая;1;3 851,00
07.04.2022;138;Лесок;Промгипсовая;1;3 851,00
07.04.2022;138;Зорат;Хырдалан;1;4 495,79
07.04.2022;138;Зорат;Хырдалан;1;4 495,79
07.04.2022;138;Скачки;Черкесск;1;5 143,00
07.04.2022;138;Дягилево;Орехово-Зуево;1;5 292,00
07.04.2022;150;Себряково;Волгоград II;1;5 431,00
07.04.2022;158;Ульяновск-Центральный;Безенчук;1;6 669,00
07.04.2022;138;Нальчик;Черкесск;1;8 026,00
07.04.2022;157,5;Волховстрой I;Томицы;1;8 430,00
07.04.2022;150;Колодищи;Брест-Северный;1;9 489,14
07.04.2022;138;Брест-Северный;Свислочь (эксп.);1;9 489,14
07.04.2022;150;Рузаевка;Безенчук;1;10 603,00
07.04.2022;138;Дягилево;Брянск-Льговский;1;10 603,00
07.04.2022;138;Моршанск;Орехово-Зуево;1;11 348,00
07.04.2022;138;Солнцевая;Гонгота;1;15 933,00
07.04.2022;150;Туркестан;Никель;1;13 862,09
07.04.2022;138;Жинишке;Салават;1;15 109,04
07.04.2022;138;Шершни;Речная;1;17 153,00
07.04.2022;138;Шершни;Речная;1;17 153,00
07.04.2022;138;Войновка;Заячья Горка;1;17 373,00
07.04.2022;138;Войновка;Заячья Горка;1;17 373,00
07.04.2022;138;Войновка;Заячья Горка;1;17 373,00
07.04.2022;150;Чукурсай;Жинишке;1;17 835,75
07.04.2022;138;Новосибирск-Восточный;Асино;1;18 339,00
07.04.2022;138;Брест-Северный;Рудня;1;18 517,56
07.04.2022;138;Назарбек;Жинишке;1;18 524,87
07.04.2022;138;Назарбек;Жинишке;1;18 524,87
07.04.2022;138;Рахимова;Жинишке;1;18 697,47
07.04.2022;150;Рахимова;Жинишке;1;18 970,14
07.04.2022;138;Бологое-Московское;Брянск-Льговский;1;19 798,00
07.04.2022;138;Приволжье;Зуевка;1;20 664,00
07.04.2022;138;Назарбек;Кокшетау II;1;21 569,28
07.04.2022;138;Усинск;Койты;1;25 318,00
07.04.2022;138;Шымкент;Косяковка;1;29 148,34
07.04.2022;138;Бишкек I;Риддер;1;30 792,44
07.04.2022;138;Мекензиевы Горы;Шедок;1;38 513,00
07.04.2022;150;Мекензиевы Горы;Шедок;1;38 513,00
07.04.2022;122;Алматы 2;Базаиха;1;39 420,67
07.04.2022;138;Апшерон;Шедок;1;45 123,68
07.04.2022;138;Коротчаево (СТР);Кольцово;1;46 600,00
07.04.2022;122;Серхетабат;Костанай;1;68 721,29
07.04.2022;122;Серхетабат;Мамлютка;1;73 372,26
07.04.2022;122;Серхетабат;Петропавловск;1;72 819,34
07.04.2022;138;Джанкой;Луковский;1;37 334,00
07.04.2022;138;Апшерон;Боржоми;1;29 202,72
07.04.2022;138;Душанбе I;Кокшетау II;1;52 830,56
08.04.2022;138;Брест-Центральный (эксп.);Городея;1;6 387,06
08.04.2022;138;Рыбачье;Риддер;1;41 445,52
08.04.2022;138;Омск-Восточный;Мариановка;1;1 152,00
08.04.2022;138;Белогорск II;Михайло-Чесноковская;1;2 052,00
08.04.2022;138;Аргаяш;Речная;1;8 522,00
08.04.2022;150;Никель;Речная;1;19 798,00
08.04.2022;138;Темрюк;Полтавская;1;6 965,00
08.04.2022;138;Каменская;Татьянка;1;17 440,00
08.04.2022;138;Подольск;Брянск-Льговский;1;10 037,00
08.04.2022;138;Новый Порт (эксп.);Новолисино;1;1 682,00
08.04.2022;138;Кутузово-Новое;Гатово;1;7 864,04
08.04.2022;122;Аргаяш;Речная;1;8 522,00
08.04.2022;138;Верещагино;Кунгур;1;6 669,00
08.04.2022;150;Татарская;Комбинатская;1;7 569,00
08.04.2022;138;Кутузово-Новое;Гатово;1;7 864,04
08.04.2022;138;Аша;Речная;1;4 506,00
08.04.2022;138;Нальчик;Котлубань;1;23 516,00
08.04.2022;138;Кутузово-Новое;Гатово;1;7 864,04
08.04.2022;138;Ея;Котлубань;1;14 570,00
08.04.2022;138;Таскудык;Талдыкорган;1;9 854,39
08.04.2022;138;Таскудык;Талдыкорган;1;9 854,39
08.04.2022;138;Рышково;Калуга I;1;11 598,00
08.04.2022;138;Рахимова;Жинишке;1;18 008,29
08.04.2022;122;Гыпджак;Костанай;1;15 512,11
08.04.2022;158;Тихорецкая;Тихорецкая;1;60,00
08.04.2022;138;Краснодар-Сортировочный;Усть-Лабинская;1;971,00
08.04.2022;138;Храпуново;Орехово-Зуево;1;1 210,00
08.04.2022;138;Колпино;Пустынька;1;1 261,00
08.04.2022;138;Новый Порт (эксп.);Новолисино;1;1 299,00
08.04.2022;138;Новый Порт (эксп.);Новолисино;1;1 299,00
08.04.2022;150;Алматы 2;Аксенгер (рзд);1;1 473,45
08.04.2022;138;Орловка;Татьянка;1;1 747,00
08.04.2022;138;Афипская;Горячий Ключ;1;1 815,00
08.04.2022;138;Апшерон;Хырдалан;1;2 270,72
08.04.2022;150;Михнево;Игоревская;1;2 621,00
08.04.2022;150;Михнево;Балабаново;1;2 621,00
08.04.2022;150;Безымянка;Безенчук;1;3 396,00
08.04.2022;138;Тимашевская;Полтавская;1;3 699,00
08.04.2022;138;Адлер;Горячий Ключ;1;4 239,00
08.04.2022;150;Лигово;Бусловская (эксп.);1;5 143,00
08.04.2022;158;Тольятти;Безенчук;1;5 652,00
08.04.2022;150;Тольятти;Безенчук;1;5 652,00
08.04.2022;157,2;Тольятти;Безенчук;1;5 652,00
08.04.2022;138;Котельнич II;Мураши;1;5 878,00
08.04.2022;138;Раменское;Промгипсовая;1;6 069,00
08.04.2022;138;Чемской;Ижморская;1;6 615,00
08.04.2022;138;Селятино;Брянск-Льговский;1;6 615,00
08.04.2022;150;Ульяновск-Центральный;Безенчук;1;6 669,00
08.04.2022;150;Аппаратная;Речная;1;7 173,00
08.04.2022;138;Алматы 2;Достык;1;7 647,07
08.04.2022;138;Нижнеувельская;Речная;1;7 686,00
08.04.2022;138;Павлодар-Северный;Татарская;1;8 134,26
08.04.2022;138;Нижнеувельская;Шадринск;1;9 563,00
08.04.2022;138;Лесок;Орехово-Зуево;1;9 867,00
08.04.2022;157,2;Очаково I;Игоревская;1;10 307,00
08.04.2022;138;Новотроицк;Магнитогорск-Грузовой;1;10 382,00
08.04.2022;150;Актау-Порт;Никель;1;10 974,90
08.04.2022;138;Базаиха;Новобирюсинская;1;11 852,00
08.04.2022;138;Новокузнецк-Сортировочный;Бийск;1;12 193,00
08.04.2022;138;Уральск;Косяковка;1;12 223,74
08.04.2022;138;Алексеевка;Лебедянь;1;12 556,00
08.04.2022;138;Астара;Хырдалан;1;12 912,83
08.04.2022;138;Бурул;Илецк I;1;13 296,67
08.04.2022;122;Капчагай;Костанай;1;13 712,26
08.04.2022;138;Кызылсай;Илецк I;1;14 145,82
08.04.2022;138;Кызылсай;Илецк I;1;14 145,82
08.04.2022;138;Кызылсай;Илецк I;1;14 145,82
08.04.2022;138;Алматы 2;Алейская;1;14 231,21
08.04.2022;138;Назарбек;Арал Тенизи;1;14 363,05
08.04.2022;138;Алматы 2;Топчиха;1;14 576,14
08.04.2022;138;Симферополь-Грузовой;Горячий Ключ;1;13 943,00
08.04.2022;138;Хабаровск II;Благовещенск;1;14 683,00
08.04.2022;138;Бурул;Алейская;1;17 096,04
08.04.2022;138;Чукурсай;Жинишке;1;17 320,97
08.04.2022;138;Хамза;Кокшетау II;1;19 449,42
08.04.2022;138;Джанкой;Шедок;1;19 578,00
08.04.2022;138;Кариан-Строганово;Острогожск;1;20 452,00
08.04.2022;138;Трусово (эксп.);Татьянка;1;20 576,00
08.04.2022;138;Сибай;Курган;1;20 664,00
08.04.2022;138;Сибай;Курган;1;20 664,00
08.04.2022;138;Назарбек;Достык;1;21 019,27
08.04.2022;138;Янгиер;Жинишке;1;21 434,19
08.04.2022;138;Каменская;Валуйки;1;21 482,00
08.04.2022;138;Назарбек;Кокшетау II;1;22 000,30
08.04.2022;138;Улаанбаатар-1;Тыреть;1;23 163,00
08.04.2022;158;Ташкент;Жинишке;1;23 959,44
08.04.2022;138;Нур-Султан 1;Речная;1;26 708,11
08.04.2022;138;Мекензиевы Горы;Усть-Лабинская;1;28 306,00
08.04.2022;138;Аламедин;Шипуново;1;29 968,07
08.04.2022;138;Заудинский;Братск;1;33 293,00
08.04.2022;138;Мекензиевы Горы;Шедок;1;38 513,00
08.04.2022;138;Нижний Бестях;Киренга;1;49 320,00
08.04.2022;138;Обская;Койты;1;49 981,00
08.04.2022;138;Нижний Бестях;Усть-Илимск;1;55 515,00
08.04.2022;138;Кутузово-Новое;Гатово;1;6 573,04
08.04.2022;138;Усть-Илимск;Вихоревка;1;14 446,00
08.04.2022;138;Севастополь-Товарный;Черкесск;1;34 086,00
08.04.2022;138;Мекензиевы Горы;Тихонький (обп);1;31 257,00
08.04.2022;138;Апшерон;Боржоми;1;26 960,62
09.04.2022;138;Карбышево I;Мариановка;1;1 383,00
09.04.2022;138;Нур-Султан 1;Речная;1;26 693,64
09.04.2022;138;Новый Порт (эксп.);Пустынька;1;2 308,00
09.04.2022;150;Махамбет;Татьянка;1;16 310,94
09.04.2022;150;Челябинск-Грузовой;Речная;1;6 936,00
09.04.2022;138;Тамерлан;Ессаульская;1;7 177,00
09.04.2022;138;Меновой Двор;Илецк I;1;2 587,55
09.04.2022;138;Кутузово-Новое;Гатово;1;6 469,19
09.04.2022;138;Беслан;Луковский;1;2 621,00
09.04.2022;150;Чукурсай;Жинишке;1;16 845,25
09.04.2022;138;Гвардейск;Каунас;1;3 986,00
09.04.2022;138;Устье-Аха;Мортка;1;861,00
09.04.2022;138;Гирей;Кубанская;1;1 173,00
09.04.2022;150;Абинская;Полтавская;1;1 747,00
09.04.2022;138;Апшерон;Хырдалан;1;2 228,89
09.04.2022;150;Воскресенск;Бекасово-Сортировочное;1;9 019,00
09.04.2022;150;Благовещенск;Арга;1;3 462,00
09.04.2022;138;Белые Столбы;Брянск-Льговский;1;11 105,00
09.04.2022;138;Подольск;Орехово-Зуево;1;5 143,00
09.04.2022;138;Кемь;Сегежа;1;5 292,00
09.04.2022;138;Лесок;Щелково;1;5 952,00
09.04.2022;158;Слоним;Брест-Северный;1;6 269,41
09.04.2022;138;Присады;Обнинское;1;6 287,00
09.04.2022;138;Переславль;Бескудниково;1;6 517,00
09.04.2022;138;Рубцовск;Барнаул;1;7 907,00
09.04.2022;138;Новосибирск-Восточный;Асино;1;8 273,00
09.04.2022;138;Загородняя;Речная;1;8 430,00
09.04.2022;138;Сольвычегодск;Койты;1;8 430,00
09.04.2022;138;Присады;Рышково;1;9 029,00
09.04.2022;138;Стенькино II;Орехово-Зуево;1;9 397,00
09.04.2022;138;Стенькино II;Орехово-Зуево;1;9 397,00
09.04.2022;138;Азов;Передовая;1;9 563,00
09.04.2022;138;Алейская;Иня-Восточная;1;10 307,00
09.04.2022;158;Очаково I;Брянск-Льговский;1;10 307,00
09.04.2022;150;Санкт-Петербург-Тов.-Витебский;Нигозеро;1;12 917,00
09.04.2022;138;Мырза;Курган;1;13 908,88
