Дата отправления;Объем кузова;Станция отправления;Станция назначения;Наименование груза;Станция отправления код;Станция назн. код;Ставка с Заказчиком б/ндс, руб;Отправки УТК, в/о;Длительность
06.10.2022;157,2;Тимашевская;Богданович;Сахар-песок;51620;79320;51663,06;1;
06.10.2022;138;Тимашевская;Богданович;Сахар-песок;51620;79320;51645,10;1;
06.10.2022;175;Черкесск;Кольцово;Воды минеральные, натуральные и искусственные;53100;79430;41250,00;1;
06.10.2022;138;Татьянка;Мончегорск;Натрия гидроксид (едкий натр, сода каустическая) твердый;61200;01640;92500,00;1;
06.10.2022;138;Шедок;Човью;Материалы строительные, кроме железобетонных, не поименованные в алфавите;53590;28400;60000,00;1;
06.10.2022;138;Костанай;Галаба (эксп.);Мука пшеничная 1 сорта;68400;73640;125000,00;1;
06.10.2022;122;Костанай;Галаба (эксп.);Мука пшеничная, не поименованная в алфавите;68400;73640;105000,00;1;
06.10.2022;122;Костанай;Галаба (эксп.);Пшеница;68400;73640;105000,00;1;
06.10.2022;122;Костанай;Галаба (эксп.);Мука пшеничная, не поименованная в алфавите;68400;73640;105000,00;1;
06.10.2022;138;Кая;Богданович;Шрот, содержащий не более 1.5 % масла и не более 11 % влаги;93280;79320;35000,00;1;
06.10.2022;138;Кая;Челябинск-Грузовой;Шрот, содержащий не более 1.5 % масла и не более 11 % влаги;93280;80010;35000,00;1;
06.10.2022;150;Межег;Апшерон;Фанера клееная;28200;54800;125000,00;1;
06.10.2022;138;Шексна;Кунград;Плиты древесностружечные;30210;73720;145000,00;1;
06.10.2022;138;Шексна;Кунград;Плиты древесностружечные;30210;73720;145000,00;1;
06.10.2022;138;Шексна;Кунград;Плиты древесностружечные;30210;73720;145000,00;1;
06.10.2022;138;Асино;Фергана II;Плиты древесноволокнистые;87510;74280;130000,00;1;
06.10.2022;138;Асино;Фергана II;Плиты древесноволокнистые;87510;74280;130000,00;1;
06.10.2022;138;Черкесск;Комсомольск-Мурманский;Воды минеральные, натуральные и искусственные;53100;01860;82500,00;1;
06.10.2022;150;Игоревская;Келес;Плиты древесностружечные;17300;72010;145000,00;1;
06.10.2022;138;Шарья;Медеу;Плиты древесностружечные;30750;70020;120000,00;1;
06.10.2022;150;Уссурийск;Кая;Бумага, не поименованная в алфавите;98830;93280;50000,00;1;
06.10.2022;138;Сморгонь;Гыпджак;Плиты древесноволокнистые;16330;75300;170000,00;1;
06.10.2022;138;Сморгонь;Гыпджак;Плиты древесноволокнистые;16330;75300;170000,00;1;
06.10.2022;138;Достык;Электросталь;Поливинилхлорид;70840;23090;45000,00;1;
06.10.2022;138;Шу;Чита I;Лук репчатый и сеянец;70460;94000;145000,00;1;
06.10.2022;138;Боржоми;Сеятель;Воды минеральные, натуральные и искусственные;57760;85330;45000,00;1;
06.10.2022;138;Кая;Вязьма-Новоторжская;Мука соевая;93280;17410;35253,33;1;
06.10.2022;158;Смычка;Куранах;Шары стальные помольные;77000;91410;203500,00;1;
06.10.2022;138;Татарская;Гродеково (эксп. КЖД);Семена льна;83300;98930;220000,00;1;
06.10.2022;138;Татарская;Гродеково (эксп. КЖД);Семена льна;83300;98930;220000,00;1;
06.10.2022;150;Самарка;Февральск;Кабели всякие;65770;91610;175000,00;1;
06.10.2022;138;Шу;Хабаровск II;Лук репчатый и сеянец;70460;97000;215000,00;1;
06.10.2022;138;Березовский-Восточный;Алексеевка;Зерно бобов;95440;58140;25000,00;1;
06.10.2022;138;Хабаровск II;Душанбе I;Накладки и подкладки рельсовые;97000;74520;100000,00;1;
06.10.2022;138;Находка;Полотняный Завод;Барит (шпат тяжелый);98450;18910;62500,00;1;
06.10.2022;150;Жинишке;Маарду (эксп. через порт Мууга);Хрома (VI) оксид (ангидрид хромовый, триоксид хрома) безводный;66780;08220;77272,17;1;
06.10.2022;158;Жинишке;Маарду (эксп. через порт Мууга);Натрия дихромат (натрий двухромовокислый);66780;08220;77272,17;1;
06.10.2022;150;Жинишке;Маарду (эксп. через порт Мууга);Хрома оксид;66780;08220;77272,17;1;
06.10.2022;157,5;Жинишке;Маарду (эксп. через порт Мууга);Хрома оксид;66780;08220;77272,17;1;
09.10.2022;138;Тында;Улак (рзд);Сборная повагонная отправка;91000;91310;51666,67;1;
07.10.2022;138;Арзамас II;Егорьевск I;Смеси сухие строительные на основе смешанных вяжущих с массовой долей полимерной составляющей до 5% массы смеси и с минеральными заполнителями, кроме смесей с огнеупорными или пористыми заполнителями;24420;23340;39943,20;1;
08.10.2022;138;Речная;Магнитогорск-Грузовой;Изделия магнезитовые;80670;81760;86460,14;1;
08.10.2022;150;Речная;Магнитогорск-Грузовой;Порошок магнезитовый металлургический;80670;81760;86460,14;1;
09.10.2022;158;Речная;Круглое Поле;Изделия магнезитовые;80670;64840;90416,33;1;
08.10.2022;138;Речная;Новотроицк;Порошок магнезитовый металлургический;80670;81420;97730,98;1;
08.10.2022;150;Китой-Комбинатская;Наушки (эксп. АО "УБЖД": участок Улаанбаатар (вкл.) и далее);Изделия гипсоволокнистые и гипсовые, не поименованные в алфавите;93210;93710;85000,00;1;
08.10.2022;138;Сибирская;Красноярск-Северный;Смеси сухие строительные на основе смешанных вяжущих с массовой долей полимерной составляющей до 5% массы смеси и с минеральными заполнителями, кроме смесей с огнеупорными или пористыми заполнителями;85040;89010;36666,67;1;
09.10.2022;138;Раевка;Смычка;Сахар-песок;65700;77000;65833,33;1;
09.10.2022;138;Заинск;Шершни;Сахар-песок;64810;80020;55000,00;1;
08.10.2022;138;Старый Оскол;Саранск;Мука пшеничная, не поименованная в алфавите;43850;64160;64166,67;1;
08.10.2022;158;Добруш;Алексеевка;Сборная повагонная отправка;15050;58140;126500,00;1;
08.10.2022;138;Добруш;Алексеевка;Взрывчатые материалы;15050;58140;126500,00;1;
07.10.2022;138;Минеральные Воды;Горадиз;Пшеница;53000;55180;106000,00;1;
08.10.2022;138;Мальта;Чита I;Соль поваренная "Экстра";93170;94000;60253,33;1;
07.10.2022;138;Эльбан;Улак (рзд);Взрывчатые материалы;96510;91310;80000,00;1;
09.10.2022;138;Арал Тенизи;Самара;Соль пищевая молотая;67030;65790;25000,00;1;
07.10.2022;138;Арал Тенизи;Челябинск-Грузовой;Соль пищевая молотая;67030;80010;25000,00;1;
09.10.2022;138;Арал Тенизи;Челябинск-Грузовой;Соль пищевая молотая;67030;80010;25000,00;1;
09.10.2022;138;Речная;Нуя;Изделия магнезитовые;80670;24720;95058,08;1;
08.10.2022;157,5;Ворсма;Колпино;Плиты и плитки гипсовые;26920;03160;70488,00;1;
07.10.2022;138;Колпино;Ворсма;Плиты и плитки гипсовые;03160;26920;40000,00;1;
08.10.2022;138;Уш-Тобе;Клещиха;Лук репчатый и сеянец;70210;85020;65000,00;1;
08.10.2022;138;Уш-Тобе;Клещиха;Лук репчатый и сеянец;70210;85020;65000,00;1;
08.10.2022;138;Уш-Тобе;Клещиха;Лук репчатый и сеянец;70210;85020;65000,00;1;
08.10.2022;138;Уш-Тобе;Клещиха;Лук репчатый и сеянец;70210;85020;65000,00;1;
